,address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
0,V/l Buell,Newstead,NY,10001,49000.0,,,,2.0,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/V-l-Buell-Newstead-NY-10001/2089629334_zpid/
1,263 9th Ave # PHD,New York,NY,10001,4495000.0,2250.0,3.0,2.0,1.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/263-9th-Ave-PHD-New-York-NY-10001/2103425273_zpid/
2,315 7th Ave APT 21C,NEW YORK,NY,10001,1625000.0,1000.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/315-7th-Ave-APT-21C-New-York-NY-10001/31503968_zpid/
3,252 7th Ave APT 4L,NEW YORK,NY,10001,1529000.0,980.0,0.0,1.0,2.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/252-7th-Ave-APT-4L-New-York-NY-10001/55501383_zpid/
4,150 W 26th St APT 201,NEW YORK,NY,10001,1950000.0,1600.0,1.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-W-26th-St-APT-201-New-York-NY-10001/60147930_zpid/
5,133 W 28th St APT 6-C,New York,NY,10001,1550000.0,1300.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-W-28th-St-APT-6-C-New-York-NY-10001/79496201_zpid/
6,522 W 29th St # 4D,New York,NY,10001,3300000.0,1255.0,2.0,2.0,9.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/522-W-29th-St-4D-New-York-NY-10001/2105595161_zpid/
7,150 W 26th St APT 802,NEW YORK,NY,10001,2495000.0,1753.0,2.0,3.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-W-26th-St-APT-802-New-York-NY-10001/60147949_zpid/
8,252 7th Ave # PHI,New York,NY,10001,6495000.0,2400.0,3.0,3.0,7.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/252-7th-Ave-PHI-New-York-NY-10001/2100699091_zpid/
9,252 7th Ave APT 5P,NEW YORK,NY,10001,4350000.0,2203.0,2.0,3.0,7.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/252-7th-Ave-APT-5P-New-York-NY-10001/55501413_zpid/
10,252 7th Ave APT 3G,NEW YORK,NY,10001,2700000.0,1597.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/252-7th-Ave-APT-3G-New-York-NY-10001/55501352_zpid/
11,540 W 28th St # 10A,New York,NY,10001,2495000.0,1245.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/540-W-28th-St-10A-New-York-NY-10001/2131995524_zpid/
12,254 W 25th St APT 4D,New York,NY,10001,785000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/254-W-25th-St-APT-4D-New-York-NY-10001/72515599_zpid/
13,433 W 34th St APT 16D,New York,NY,10001,410000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/433-W-34th-St-APT-16D-New-York-NY-10001/244819266_zpid/
14,236 W 26th St RM 905,New York,NY,10001,8500000.0,4104.0,4.0,3.0,25.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/236-W-26th-St-RM-905-New-York-NY-10001/2090035447_zpid/
15,520 W 28th St # 10,New York,NY,10001,13500000.0,4220.0,5.0,5.0,30.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/520-W-28th-St-10-New-York-NY-10001/2094266586_zpid/
16,520 W 28th St # 13,New York,NY,10001,5095000.0,1691.0,2.0,3.0,24.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/520-W-28th-St-13-New-York-NY-10001/2090011241_zpid/
17,15 Hudson Yards # 64D,New York,NY,10001,5895000.0,2017.0,2.0,3.0,24.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-64D-New-York-NY-10001/2090008893_zpid/
18,245 10th Ave #4w,New York,NY,10001,4450000.0,2349.0,3.0,3.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-10th-Ave-4w-New-York-NY-10001/89331919_zpid/
19,249 W 29th St APT 3N,New York,NY,10001,1995000.0,1600.0,2.0,2.0,26.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/249-W-29th-St-APT-3N-New-York-NY-10001/72515635_zpid/
20,550 W 29th St # 3A,New York,NY,10001,4500000.0,2180.0,3.0,4.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/550-W-29th-St-3A-New-York-NY-10001/2090090832_zpid/
21,260 5th Ave FL 7,New York,NY,10001,6995000.0,,5.0,5.0,24.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/260-5th-Ave-FL-7-New-York-NY-10001/2090013099_zpid/
22,245 10th Ave APT 9W,New York,NY,10001,4950000.0,2519.0,3.0,3.0,21.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-10th-Ave-APT-9W-New-York-NY-10001/2106198586_zpid/
23,550 W 29th St # 3D,New York,NY,10001,3750000.0,1863.0,3.0,3.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/550-W-29th-St-3D-New-York-NY-10001/2090086617_zpid/
24,355 W 29th St APT 2B,New York,NY,10001,875000.0,,1.0,1.0,23.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/355-W-29th-St-APT-2B-New-York-NY-10001/72515341_zpid/
25,1200 Broadway APT 8G,New York,NY,10001,3200000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1200-Broadway-APT-8G-New-York-NY-10001/244750799_zpid/
26,150 W 26th St APT 602,NEW YORK,NY,10001,2450000.0,1743.0,2.0,3.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-W-26th-St-APT-602-New-York-NY-10001/60147943_zpid/
27,15 Hudson Yards # 27G,New York,NY,10001,4315000.0,1464.0,2.0,3.0,24.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-27G-New-York-NY-10001/2090008898_zpid/
28,143 W 27th St APT 5,New York,NY,10001,2595000.0,2000.0,3.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/143-W-27th-St-APT-5-New-York-NY-10001/244891272_zpid/
29,245 10th Ave APT 3E,New York,NY,10001,2645000.0,1491.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-10th-Ave-APT-3E-New-York-NY-10001/2090148571_zpid/
30,252 7th Ave APT 8A,NEW YORK,NY,10001,2795000.0,2066.0,2.0,2.0,18.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/252-7th-Ave-APT-8A-New-York-NY-10001/55501476_zpid/
31,1200 Broadway APT 7A,New York,NY,10001,2499999.0,2071.0,2.0,2.0,30.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1200-Broadway-APT-7A-New-York-NY-10001/244734202_zpid/
32,252 7th Ave APT 5T,NEW YORK,NY,10001,2375000.0,1140.0,1.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/252-7th-Ave-APT-5T-New-York-NY-10001/55501415_zpid/
33,11 W 30th St APT 11F,New York,NY,10001,3250000.0,2400.0,3.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-W-30th-St-APT-11F-New-York-NY-10001/119916858_zpid/
34,250 W 27th St APT 3J,New York,NY,10001,775000.0,,1.0,1.0,14.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/250-W-27th-St-APT-3J-New-York-NY-10001/119912035_zpid/
35,143 W 27th St APT 3F,New York,NY,10001,2790000.0,2064.0,3.0,2.0,18.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/143-W-27th-St-APT-3F-New-York-NY-10001/123128586_zpid/
36,420 W 25th St APT 3A,NEW YORK,NY,10001,1685000.0,1240.0,1.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/420-W-25th-St-APT-3A-New-York-NY-10001/83933235_zpid/
37,315 7th Ave APT 17C,NEW YORK,NY,10001,1295000.0,612.0,0.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/315-7th-Ave-APT-17C-New-York-NY-10001/31503949_zpid/
38,540 W 28th St APT 6E,NEW YORK,NY,10001,1375000.0,776.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/540-W-28th-St-APT-6E-New-York-NY-10001/112089013_zpid/
39,225 W 25th St APT 2A,New York,NY,10001,879000.0,700.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-W-25th-St-APT-2A-New-York-NY-10001/80622562_zpid/
40,15 Hudson Yards # PH88B,New York,NY,10001,32000000.0,5161.0,4.0,7.0,100.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-PH88B-New-York-NY-10001/2091275868_zpid/
41,341 W 29th St # 1/2,New York,NY,10001,6500000.0,,7.0,10.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/341-W-29th-St-1-2-New-York-NY-10001/2093925609_zpid/
42,341 W 29th St,New York,NY,10001,6500000.0,6000.0,7.0,10.0,,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/341-W-29th-St-New-York-NY-10001/2090867651_zpid/
43,W 28th St # 532,New York,NY,10001,,120983.0,0.0,,61.0,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247194502_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
44,236 W 26th St APT 2W,New York,NY,10001,5500000.0,4200.0,3.0,5.0,73.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/236-W-26th-St-APT-2W-New-York-NY-10001/2138443114_zpid/
45,52 W 28th St,New York,NY,10001,8835000.0,3780.0,0.0,3.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/52-W-28th-St-New-York-NY-10001/2091648936_zpid/
46,245 7th Ave # 6B/6C,New York,NY,10001,5000000.0,3239.0,4.0,4.0,120.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-7th-Ave-6B-6C-New-York-NY-10001/2091551116_zpid/
47,11 W 30th St APT 9R,New York,NY,10001,3795000.0,2946.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-W-30th-St-APT-9R-New-York-NY-10001/244842787_zpid/
48,15 Hudson Yards # 71B,New York,NY,10001,11880000.0,3039.0,4.0,5.0,89.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-71B-New-York-NY-10001/2091098605_zpid/
49,15 Hudson Yards # 63B,New York,NY,10001,7875000.0,2334.0,2.0,3.0,46.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-63B-New-York-NY-10001/2090450010_zpid/
50,15 Hudson Yards # 63B,New York,NY,10001,7875000.0,2334.0,2.0,3.0,46.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-63B-New-York-NY-10001/2090450010_zpid/
51,50 W 29th St APT 9E,New York,NY,10001,3175000.0,,3.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-W-29th-St-APT-9E-New-York-NY-10001/79496364_zpid/
52,515 W 29th St APT 2N,New York,NY,10001,5250000.0,2151.0,3.0,3.0,35.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/515-W-29th-St-APT-2N-New-York-NY-10001/2090240726_zpid/
53,291 7th Ave APT 3,NEW YORK,NY,10001,4200000.0,3370.0,2.0,2.0,102.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/291-7th-Ave-APT-3-New-York-NY-10001/55501739_zpid/
54,15 Hudson Yards # 74F,New York,NY,10001,5030000.0,1700.0,2.0,3.0,114.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-74F-New-York-NY-10001/2091472687_zpid/
55,15 Hudson Yards # 75D,New York,NY,10001,5615000.0,1753.0,2.0,3.0,95.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-75D-New-York-NY-10001/2091212924_zpid/
56,520 W 28th St # 34,New York,NY,10001,16000000.0,4023.0,5.0,5.0,57.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/520-W-28th-St-34-New-York-NY-10001/2100711260_zpid/
57,522 W 29th St # 5A,New York,NY,10001,9750000.0,3586.0,5.0,5.0,65.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/522-W-29th-St-5A-New-York-NY-10001/2106481374_zpid/
58,15 Hudson Yards # PH85A,New York,NY,10001,13880000.0,3364.0,4.0,5.0,114.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-PH85A-New-York-NY-10001/2091472682_zpid/
59,261 W 25th St # 6D,New York,NY,10001,3975000.0,1849.0,3.0,3.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/261-W-25th-St-6D-New-York-NY-10001/219650842_zpid/
60,15 Hudson Yards # 30H,New York,NY,10001,6470000.0,2220.0,3.0,3.0,46.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-30H-New-York-NY-10001/2090450011_zpid/
61,15 Hudson Yards # 67E,New York,NY,10001,7575000.0,2497.0,2.0,3.0,154.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-67E-New-York-NY-10001/2091833309_zpid/
62,15 Hudson Yards # 34D,New York,NY,10001,3875000.0,1564.0,2.0,3.0,46.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-34D-New-York-NY-10001/2090450015_zpid/
63,15 Hudson Yards # 71E,New York,NY,10001,7570000.0,2292.0,3.0,4.0,156.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-71E-New-York-NY-10001/2091857683_zpid/
64,130 W 30th St APT 8C,NEW YORK,NY,10001,2550000.0,2055.0,3.0,3.0,60.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-W-30th-St-APT-8C-New-York-NY-10001/63865877_zpid/
65,245 7th Ave APT 6B,NEW YORK,NY,10001,3700000.0,2258.0,3.0,3.0,122.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-7th-Ave-APT-6B-New-York-NY-10001/31503823_zpid/
66,522 W 29th St # 5B,New York,NY,10001,6400000.0,2278.0,3.0,4.0,65.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/522-W-29th-St-5B-New-York-NY-10001/2106481367_zpid/
67,515 W 29th St APT 5S,New York,NY,10001,5750000.0,2140.0,2.0,3.0,49.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/515-W-29th-St-APT-5S-New-York-NY-10001/2090490387_zpid/
68,15 Hudson Yards # PH86D,New York,NY,10001,8475000.0,2515.0,3.0,4.0,46.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-PH86D-New-York-NY-10001/2091850740_zpid/
69,527 W 27th St # 7A,New York,NY,10001,7550000.0,2828.0,4.0,5.0,105.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/527-W-27th-St-7A-New-York-NY-10001/2098168072_zpid/
70,261 W 25th St APT 4B,New York,NY,10001,2795000.0,1459.0,2.0,3.0,32.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/261-W-25th-St-APT-4B-New-York-NY-10001/2099241956_zpid/
71,315 W 29th St,New York,NY,10001,7690000.0,5808.0,14.0,14.0,102.0,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/315-W-29th-St-New-York-NY-10001/2112495726_zpid/
72,245 7th Ave APT 4A,NEW YORK,NY,10001,2995000.0,2002.0,2.0,3.0,72.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-7th-Ave-APT-4A-New-York-NY-10001/31503816_zpid/
73,520 W 28th St # 23,New York,NY,10001,12000000.0,3840.0,4.0,5.0,401.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/520-W-28th-St-23-New-York-NY-10001/2100706915_zpid/
74,430 W 34th St APT 17J,New York,NY,10001,435000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/430-W-34th-St-APT-17J-New-York-NY-10001/244727172_zpid/
75,527 W 27th St # 3A,New York,NY,10001,5250000.0,2218.0,3.0,4.0,105.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/527-W-27th-St-3A-New-York-NY-10001/2098168070_zpid/
76,522 W 29th St FL 2B,New York,NY,10001,5750000.0,2146.0,3.0,4.0,65.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/522-W-29th-St-FL-2B-New-York-NY-10001/2090752578_zpid/
77,15 Hudson Yards # PH86C,New York,NY,10001,9255000.0,2566.0,3.0,4.0,113.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-PH86C-New-York-NY-10001/2091456056_zpid/
78,15 Hudson Yards # PH83B,New York,NY,10001,12810000.0,3203.0,4.0,5.0,156.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-PH83B-New-York-NY-10001/2091856305_zpid/
79,15 Hudson Yards # 72A,New York,NY,10001,9515000.0,2400.0,3.0,4.0,46.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Hudson-Yards-72A-New-York-NY-10001/2095353194_zpid/
80,520 W 28th St # 5,New York,NY,10001,6450000.0,2065.0,3.0,4.0,52.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/520-W-28th-St-5-New-York-NY-10001/2092265200_zpid/
81,515 W 29th St APT 3S,New York,NY,10001,5450000.0,2140.0,2.0,3.0,49.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/515-W-29th-St-APT-3S-New-York-NY-10001/2090490385_zpid/
82,515 W 29th St APT 3N,New York,NY,10001,5250000.0,2133.0,2.0,3.0,49.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/515-W-29th-St-APT-3N-New-York-NY-10001/2090490384_zpid/
83,231 W 26th St # 5THFL,New York,NY,10001,2675000.0,1403.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/231-W-26th-St-5THFL-New-York-NY-10001/2091296480_zpid/
84,550 W 29th St # 2B,New York,NY,10001,5900000.0,2269.0,3.0,4.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/550-W-29th-St-2B-New-York-NY-10001/2092077923_zpid/
85,527 W 27th St # 4D,New York,NY,10001,4725000.0,1942.0,3.0,4.0,105.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/527-W-27th-St-4D-New-York-NY-10001/2098168074_zpid/
86,245 7th Ave # PHBC,New York,NY,10001,7895000.0,3900.0,3.0,3.0,694.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-7th-Ave-PHBC-New-York-NY-10001/2098208345_zpid/
87,261 W 25th St # 4B,New York,NY,10001,2795000.0,1459.0,2.0,3.0,32.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/261-W-25th-St-4B-New-York-NY-10001/219650830_zpid/
88,50 W 30th St # 21A,New York,NY,10001,3145000.0,1330.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-W-30th-St-21A-New-York-NY-10001/2091088964_zpid/
89,1182 Broadway APT 8A,New York,NY,10001,1950000.0,1015.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1182-Broadway-APT-8A-New-York-NY-10001/2097793918_zpid/
90,527 W 27th St # 6B,New York,NY,10001,3695000.0,1539.0,2.0,3.0,105.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/527-W-27th-St-6B-New-York-NY-10001/2098168073_zpid/
91,1182 Broadway APT 12B,New York,NY,10001,1825000.0,1009.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1182-Broadway-APT-12B-New-York-NY-10001/2101440207_zpid/
92,357 W 30th St APT 2,NEW YORK,NY,10001,625000.0,453.0,0.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/357-W-30th-St-APT-2-New-York-NY-10001/31502687_zpid/
93,520 W 28th St # 11,New York,NY,10001,8795000.0,2924.0,3.0,4.0,310.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/520-W-28th-St-11-New-York-NY-10001/2096099665_zpid/
94,540 W 28th St APT 3B,NEW YORK,NY,10001,1800000.0,1181.0,2.0,2.0,86.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/540-W-28th-St-APT-3B-New-York-NY-10001/112088990_zpid/
95,261 W 25th St # 3C,New York,NY,10001,2235000.0,1122.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/261-W-25th-St-3C-New-York-NY-10001/219650827_zpid/
96,144 W 27th St RM 8R,New York,NY,10001,3350000.0,3050.0,2.0,3.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/144-W-27th-St-RM-8R-New-York-NY-10001/2091072897_zpid/
97,245 10th Ave APT 6E,New York,NY,10001,2795000.0,1501.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/245-10th-Ave-APT-6E-New-York-NY-10001/2090170873_zpid/
98,50 W 30th St # 3E,New York,NY,10001,2800000.0,1325.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-W-30th-St-3E-New-York-NY-10001/2098676782_zpid/
